  0.158E-04    0.196E+11   0.407E+10   0.156E+11   0.534E+10   0.340E+10   0.122E+11
  0.200E-04    0.131E+11   0.265E+10   0.105E+11   0.375E+10   0.249E+10   0.799E+10
  0.251E-04    0.871E+10   0.178E+10   0.693E+10   0.226E+10   0.156E+10   0.537E+10
  0.316E-04    0.574E+10   0.114E+10   0.461E+10   0.154E+10   0.116E+10   0.345E+10
  0.398E-04    0.371E+10   0.766E+09   0.294E+10   0.102E+10   0.746E+09   0.220E+10
  0.501E-04    0.243E+10   0.502E+09   0.193E+10   0.671E+09   0.551E+09   0.138E+10
  0.631E-04    0.166E+10   0.365E+09   0.130E+10   0.451E+09   0.354E+09   0.942E+09
  0.794E-04    0.112E+10   0.225E+09   0.891E+09   0.305E+09   0.242E+09   0.649E+09
  0.100E-03    0.713E+09   0.164E+09   0.548E+09   0.188E+09   0.169E+09   0.379E+09
  0.126E-03    0.456E+09   0.104E+09   0.352E+09   0.119E+09   0.102E+09   0.250E+09
  0.158E-03    0.319E+09   0.746E+08   0.244E+09   0.807E+08   0.748E+08   0.169E+09
  0.200E-03    0.208E+09   0.488E+08   0.159E+09   0.516E+08   0.520E+08   0.107E+09
  0.251E-03    0.140E+09   0.328E+08   0.107E+09   0.351E+08   0.354E+08   0.713E+08
  0.316E-03    0.899E+08   0.213E+08   0.686E+08   0.224E+08   0.236E+08   0.450E+08
  0.398E-03    0.576E+08   0.136E+08   0.439E+08   0.142E+08   0.163E+08   0.277E+08
  0.501E-03    0.384E+08   0.872E+07   0.297E+08   0.961E+07   0.107E+08   0.190E+08
  0.631E-03    0.250E+08   0.588E+07   0.192E+08   0.623E+07   0.732E+07   0.118E+08
  0.794E-03    0.163E+08   0.383E+07   0.124E+08   0.403E+07   0.480E+07   0.765E+07
  0.100E-02    0.103E+08   0.230E+07   0.800E+07   0.237E+07   0.321E+07   0.479E+07
  0.126E-02    0.663E+07   0.151E+07   0.512E+07   0.149E+07   0.213E+07   0.299E+07
  0.158E-02    0.436E+07   0.920E+06   0.344E+07   0.106E+07   0.143E+07   0.201E+07
  0.200E-02    0.278E+07   0.538E+06   0.224E+07   0.648E+06   0.920E+06   0.132E+07
  0.251E-02    0.175E+07   0.322E+06   0.142E+07   0.417E+06   0.599E+06   0.825E+06
  0.316E-02    0.109E+07   0.190E+06   0.900E+06   0.257E+06   0.381E+06   0.520E+06
  0.398E-02    0.714E+06   0.115E+06   0.599E+06   0.168E+06   0.257E+06   0.343E+06
  0.501E-02    0.445E+06   0.665E+05   0.378E+06   0.108E+06   0.172E+06   0.206E+06
  0.631E-02    0.281E+06   0.379E+05   0.243E+06   0.656E+05   0.107E+06   0.136E+06
  0.794E-02    0.175E+06   0.201E+05   0.155E+06   0.404E+05   0.710E+05   0.843E+05
  0.100E-01    0.106E+06   0.119E+05   0.946E+05   0.253E+05   0.416E+05   0.530E+05
  0.126E-01    0.711E+05   0.674E+04   0.644E+05   0.170E+05   0.291E+05   0.353E+05
  0.158E-01    0.454E+05   0.376E+04   0.416E+05   0.112E+05   0.203E+05   0.213E+05
  0.200E-01    0.272E+05   0.210E+04   0.251E+05   0.649E+04   0.124E+05   0.126E+05
  0.251E-01    0.173E+05   0.114E+04   0.161E+05   0.426E+04   0.810E+04   0.803E+04
  0.316E-01    0.108E+05   0.589E+03   0.102E+05   0.267E+04   0.509E+04   0.515E+04
  0.398E-01    0.679E+04   0.372E+03   0.642E+04   0.170E+04   0.341E+04   0.301E+04
  0.501E-01    0.441E+04   0.206E+03   0.420E+04   0.110E+04   0.228E+04   0.193E+04
  0.631E-01    0.271E+04   0.113E+03   0.259E+04   0.674E+03   0.143E+04   0.117E+04
  0.794E-01    0.169E+04   0.660E+02   0.162E+04   0.442E+03   0.928E+03   0.695E+03
  0.100E+00    0.108E+04   0.338E+02   0.104E+04   0.293E+03   0.597E+03   0.447E+03
  0.126E+00    0.647E+03   0.205E+02   0.626E+03   0.181E+03   0.363E+03   0.263E+03
  0.158E+00    0.414E+03   0.870E+01   0.406E+03   0.118E+03   0.237E+03   0.169E+03
  0.200E+00    0.253E+03   0.570E+01   0.247E+03   0.695E+02   0.147E+03   0.100E+03
  0.251E+00    0.162E+03   0.302E+01   0.158E+03   0.470E+02   0.934E+02   0.651E+02
  0.316E+00    0.988E+02   0.167E+01   0.971E+02   0.289E+02   0.581E+02   0.390E+02
  0.398E+00    0.621E+02   0.101E+01   0.611E+02   0.189E+02   0.367E+02   0.245E+02
  0.501E+00    0.378E+02   0.495E+00   0.373E+02   0.110E+02   0.222E+02   0.151E+02
  0.631E+00    0.229E+02   0.317E+00   0.226E+02   0.679E+01   0.136E+02   0.899E+01
  0.794E+00    0.134E+02   0.148E+00   0.133E+02   0.381E+01   0.800E+01   0.526E+01
  0.100E+01    0.825E+01   0.962E-01   0.815E+01   0.223E+01   0.488E+01   0.327E+01
  0.126E+01    0.494E+01   0.485E-01   0.489E+01   0.127E+01   0.291E+01   0.199E+01
  0.158E+01    0.292E+01   0.257E-01   0.289E+01   0.688E+00   0.172E+01   0.118E+01
  0.200E+01    0.175E+01   0.152E-01   0.173E+01   0.370E+00   0.104E+01   0.693E+00
  0.251E+01    0.103E+01   0.975E-02   0.102E+01   0.209E+00   0.607E+00   0.413E+00
  0.316E+01    0.590E+00   0.338E-02   0.586E+00   0.105E+00   0.353E+00   0.233E+00
  0.398E+01    0.337E+00   0.199E-02   0.335E+00   0.550E-01   0.200E+00   0.135E+00
  0.501E+01    0.198E+00   0.110E-02   0.196E+00   0.303E-01   0.118E+00   0.780E-01
  0.631E+01    0.113E+00   0.437E-03   0.112E+00   0.155E-01   0.651E-01   0.471E-01
  0.794E+01    0.639E-01   0.521E-03   0.633E-01   0.673E-02   0.373E-01   0.261E-01
  0.100E+02    0.346E-01   0.172E-03   0.344E-01   0.397E-02   0.194E-01   0.150E-01
  0.126E+02    0.184E-01   0.822E-04   0.184E-01   0.192E-02   0.939E-02   0.896E-02
  0.158E+02    0.103E-01   0.000E+00   0.103E-01   0.102E-02   0.532E-02   0.495E-02
  0.200E+02    0.558E-02   0.000E+00   0.558E-02   0.553E-03   0.320E-02   0.238E-02
  0.251E+02    0.313E-02   0.000E+00   0.313E-02   0.288E-03   0.175E-02   0.138E-02
  0.316E+02    0.174E-02   0.000E+00   0.174E-02   0.120E-03   0.984E-03   0.761E-03
  0.398E+02    0.823E-03   0.000E+00   0.823E-03   0.346E-04   0.416E-03   0.407E-03
  0.501E+02    0.378E-03   0.000E+00   0.378E-03   0.138E-04   0.221E-03   0.157E-03
  0.631E+02    0.224E-03   0.000E+00   0.224E-03   0.219E-04   0.127E-03   0.969E-04
  0.794E+02    0.113E-03   0.000E+00   0.113E-03   0.868E-05   0.517E-04   0.611E-04
  0.100E+03    0.621E-04   0.000E+00   0.621E-04   0.345E-05   0.256E-04   0.365E-04
