  0.158E-04    0.325E+11   0.802E+10   0.245E+11   0.781E+10   0.506E+10   0.194E+11
  0.200E-04    0.211E+11   0.496E+10   0.162E+11   0.529E+10   0.345E+10   0.127E+11
  0.251E-04    0.139E+11   0.322E+10   0.107E+11   0.346E+10   0.232E+10   0.833E+10
  0.316E-04    0.922E+10   0.213E+10   0.709E+10   0.234E+10   0.161E+10   0.547E+10
  0.398E-04    0.614E+10   0.142E+10   0.472E+10   0.152E+10   0.111E+10   0.361E+10
  0.501E-04    0.405E+10   0.928E+09   0.312E+10   0.998E+09   0.736E+09   0.238E+10
  0.631E-04    0.264E+10   0.613E+09   0.203E+10   0.645E+09   0.498E+09   0.153E+10
  0.794E-04    0.177E+10   0.390E+09   0.138E+10   0.436E+09   0.358E+09   0.102E+10
  0.100E-03    0.115E+10   0.278E+09   0.872E+09   0.286E+09   0.255E+09   0.618E+09
  0.126E-03    0.804E+09   0.192E+09   0.612E+09   0.191E+09   0.164E+09   0.448E+09
  0.158E-03    0.504E+09   0.136E+09   0.368E+09   0.120E+09   0.985E+08   0.269E+09
  0.200E-03    0.345E+09   0.879E+08   0.257E+09   0.789E+08   0.777E+08   0.180E+09
  0.251E-03    0.227E+09   0.599E+08   0.167E+09   0.529E+08   0.498E+08   0.118E+09
  0.316E-03    0.151E+09   0.406E+08   0.111E+09   0.337E+08   0.360E+08   0.747E+08
  0.398E-03    0.994E+08   0.275E+08   0.718E+08   0.223E+08   0.232E+08   0.486E+08
  0.501E-03    0.660E+08   0.184E+08   0.476E+08   0.145E+08   0.156E+08   0.320E+08
  0.631E-03    0.433E+08   0.121E+08   0.313E+08   0.879E+07   0.108E+08   0.204E+08
  0.794E-03    0.284E+08   0.803E+07   0.203E+08   0.611E+07   0.724E+07   0.131E+08
  0.100E-02    0.183E+08   0.488E+07   0.134E+08   0.392E+07   0.486E+07   0.856E+07
  0.126E-02    0.118E+08   0.327E+07   0.858E+07   0.253E+07   0.327E+07   0.531E+07
  0.158E-02    0.755E+07   0.203E+07   0.552E+07   0.155E+07   0.220E+07   0.332E+07
  0.200E-02    0.489E+07   0.129E+07   0.360E+07   0.979E+06   0.140E+07   0.219E+07
  0.251E-02    0.314E+07   0.790E+06   0.235E+07   0.629E+06   0.936E+06   0.142E+07
  0.316E-02    0.202E+07   0.475E+06   0.154E+07   0.428E+06   0.642E+06   0.899E+06
  0.398E-02    0.124E+07   0.292E+06   0.949E+06   0.255E+06   0.409E+06   0.540E+06
  0.501E-02    0.779E+06   0.170E+06   0.609E+06   0.166E+06   0.266E+06   0.343E+06
  0.631E-02    0.489E+06   0.100E+06   0.389E+06   0.103E+06   0.174E+06   0.215E+06
  0.794E-02    0.307E+06   0.561E+05   0.251E+06   0.676E+05   0.115E+06   0.135E+06
  0.100E-01    0.196E+06   0.332E+05   0.163E+06   0.433E+05   0.781E+05   0.845E+05
  0.126E-01    0.121E+06   0.197E+05   0.101E+06   0.267E+05   0.480E+05   0.531E+05
  0.158E-01    0.724E+05   0.946E+04   0.630E+05   0.162E+05   0.327E+05   0.303E+05
