  0.158E-04    0.255E+11   0.566E+10   0.199E+11   0.667E+10   0.420E+10   0.157E+11
  0.200E-04    0.170E+11   0.372E+10   0.132E+11   0.449E+10   0.285E+10   0.104E+11
  0.251E-04    0.114E+11   0.254E+10   0.887E+10   0.299E+10   0.206E+10   0.681E+10
  0.316E-04    0.737E+10   0.158E+10   0.578E+10   0.192E+10   0.136E+10   0.442E+10
  0.398E-04    0.491E+10   0.108E+10   0.382E+10   0.123E+10   0.901E+09   0.292E+10
  0.501E-04    0.324E+10   0.677E+09   0.256E+10   0.839E+09   0.644E+09   0.192E+10
  0.631E-04    0.213E+10   0.474E+09   0.166E+10   0.560E+09   0.452E+09   0.121E+10
  0.794E-04    0.141E+10   0.325E+09   0.109E+10   0.371E+09   0.306E+09   0.779E+09
  0.100E-03    0.961E+09   0.221E+09   0.740E+09   0.236E+09   0.197E+09   0.542E+09
  0.126E-03    0.607E+09   0.144E+09   0.463E+09   0.155E+09   0.130E+09   0.333E+09
  0.158E-03    0.404E+09   0.973E+08   0.306E+09   0.101E+09   0.949E+08   0.211E+09
  0.200E-03    0.273E+09   0.676E+08   0.206E+09   0.668E+08   0.633E+08   0.142E+09
  0.251E-03    0.181E+09   0.456E+08   0.135E+09   0.426E+08   0.442E+08   0.908E+08
  0.316E-03    0.121E+09   0.313E+08   0.898E+08   0.287E+08   0.288E+08   0.610E+08
  0.398E-03    0.783E+08   0.200E+08   0.583E+08   0.181E+08   0.194E+08   0.389E+08
  0.501E-03    0.518E+08   0.136E+08   0.382E+08   0.116E+08   0.139E+08   0.242E+08
  0.631E-03    0.334E+08   0.858E+07   0.249E+08   0.778E+07   0.866E+07   0.162E+08
  0.794E-03    0.225E+08   0.552E+07   0.170E+08   0.517E+07   0.621E+07   0.108E+08
  0.100E-02    0.142E+08   0.365E+07   0.106E+08   0.319E+07   0.406E+07   0.653E+07
  0.126E-02    0.918E+07   0.230E+07   0.688E+07   0.200E+07   0.269E+07   0.419E+07
  0.158E-02    0.577E+07   0.143E+07   0.434E+07   0.126E+07   0.180E+07   0.254E+07
  0.200E-02    0.382E+07   0.868E+06   0.295E+07   0.823E+06   0.119E+07   0.176E+07
  0.251E-02    0.244E+07   0.525E+06   0.191E+07   0.530E+06   0.769E+06   0.114E+07
  0.316E-02    0.154E+07   0.321E+06   0.122E+07   0.338E+06   0.509E+06   0.713E+06
  0.398E-02    0.948E+06   0.187E+06   0.762E+06   0.209E+06   0.325E+06   0.437E+06
  0.501E-02    0.602E+06   0.108E+06   0.495E+06   0.136E+06   0.217E+06   0.278E+06
  0.631E-02    0.384E+06   0.648E+05   0.320E+06   0.860E+05   0.142E+06   0.177E+06
  0.794E-02    0.244E+06   0.375E+05   0.207E+06   0.560E+05   0.946E+05   0.112E+06
  0.100E-01    0.152E+06   0.214E+05   0.131E+06   0.338E+05   0.602E+05   0.708E+05
  0.126E-01    0.903E+05   0.110E+05   0.793E+05   0.200E+05   0.373E+05   0.420E+05
  0.158E-01    0.570E+05   0.605E+04   0.509E+05   0.134E+05   0.241E+05   0.268E+05
  0.200E-01    0.359E+05   0.348E+04   0.324E+05   0.842E+04   0.165E+05   0.159E+05
  0.251E-01    0.227E+05   0.204E+04   0.207E+05   0.544E+04   0.107E+05   0.995E+04
  0.316E-01    0.141E+05   0.106E+04   0.130E+05   0.342E+04   0.706E+04   0.596E+04
  0.398E-01    0.879E+04   0.590E+03   0.820E+04   0.214E+04   0.448E+04   0.372E+04
  0.501E-01    0.556E+04   0.323E+03   0.524E+04   0.142E+04   0.298E+04   0.226E+04
  0.631E-01    0.353E+04   0.186E+03   0.335E+04   0.877E+03   0.199E+04   0.136E+04
  0.794E-01    0.219E+04   0.108E+03   0.208E+04   0.558E+03   0.124E+04   0.842E+03
  0.100E+00    0.137E+04   0.559E+02   0.131E+04   0.374E+03   0.838E+03   0.474E+03
  0.126E+00    0.864E+03   0.334E+02   0.830E+03   0.238E+03   0.524E+03   0.306E+03
  0.158E+00    0.538E+03   0.189E+02   0.519E+03   0.146E+03   0.332E+03   0.187E+03
  0.200E+00    0.330E+03   0.900E+01   0.321E+03   0.900E+02   0.209E+03   0.112E+03
  0.251E+00    0.207E+03   0.527E+01   0.202E+03   0.581E+02   0.133E+03   0.689E+02
  0.316E+00    0.129E+03   0.296E+01   0.126E+03   0.387E+02   0.843E+02   0.421E+02
  0.398E+00    0.814E+02   0.168E+01   0.797E+02   0.238E+02   0.532E+02   0.265E+02
  0.501E+00    0.504E+02   0.750E+00   0.496E+02   0.150E+02   0.336E+02   0.160E+02
  0.631E+00    0.305E+02   0.519E+00   0.300E+02   0.941E+01   0.202E+02   0.972E+01
  0.794E+00    0.183E+02   0.304E+00   0.180E+02   0.523E+01   0.124E+02   0.562E+01
  0.100E+01    0.110E+02   0.159E+00   0.108E+02   0.309E+01   0.735E+01   0.348E+01
  0.126E+01    0.657E+01   0.835E-01   0.648E+01   0.178E+01   0.437E+01   0.212E+01
  0.158E+01    0.391E+01   0.485E-01   0.386E+01   0.101E+01   0.258E+01   0.128E+01
